yyyy, mm, dd,lat,lon,chla
2014,10,7,35.7865,-0.5885,0.01
2014,10,8,35.9948,0.026,0.01
2014,10,17,35.9531,-0.099,0.01
2014,10,23,35.8281,-0.526,0.01
2014,10,28,36.099,-0.1719,0.01
2014,10,8,35.9844,-0.1406,0.010351000000000001
2014,10,9,36.1302,0.1302,0.010351000000000001
2014,10,12,37.0573,0.7344,0.010351000000000001
2014,10,22,35.9531,-0.1823,0.010351000000000001
2014,10,22,35.901,-0.2031,0.010351000000000001
2014,10,26,36.6302,-0.8594,0.010351000000000001
2014,10,7,35.8698,-0.0052,0.010715000000000001
2014,10,8,36.099,0.099,0.010715000000000001
2014,10,8,36.0365,-0.026,0.010715000000000001
2014,10,9,35.9948,0.0469,0.010715000000000001
2014,10,12,36.224,0.2344,0.010715000000000001
2014,10,22,35.9844,-0.151,0.010715000000000001
2014,10,28,36.4427,-0.8906,0.010715000000000001
2014,10,28,36.1094,-0.1927,0.010715000000000001
2014,10,8,36.4115,0.5156,0.011091999999999999
2014,10,8,35.9531,-0.0156,0.011091999999999999
2014,10,9,36.151,0.1302,0.011091999999999999
2014,10,9,36.1198,0.1302,0.011091999999999999
2014,10,12,36.526,0.0052,0.011091999999999999
2014,10,18,36.7344,0.5781,0.011091999999999999
2014,10,18,36.724,0.599,0.011091999999999999
2014,10,8,35.7656,-0.6823,0.011481999999999999
2014,10,8,36.7031,0.5677,0.011481999999999999
2014,10,8,36.6823,0.6094,0.011481999999999999
2014,10,8,35.9115,-0.5677,0.011481999999999999
2014,10,17,36.526,-0.8177,0.011481999999999999
2014,10,18,36.7344,0.6198,0.011481999999999999
2014,10,22,36.651,0.1927,0.011481999999999999
2014,10,26,36.724,0.3594,0.011481999999999999
2014,10,26,36.651,0.5885,0.011481999999999999
2014,10,26,36.1615,0.1615,0.011481999999999999
2014,10,29,35.8177,-0.6615,0.011481999999999999
2014,10,8,36.7031,0.5781,0.011885
2014,10,9,36.4844,0.974,0.011885
2014,10,9,36.0677,0.0469,0.011885
2014,10,9,36.0365,0.0781,0.011885
2014,10,12,36.6927,0.3177,0.011885
2014,10,18,36.7448,0.5885,0.011885
2014,10,18,36.7031,0.5885,0.011885
2014,10,22,36.1615,0.1198,0.011885
2014,10,26,36.6302,-0.849,0.011885
2014,10,26,36.849,-0.276,0.011885
2014,10,28,36.1406,-0.1094,0.011885
2014,10,8,35.901,-0.0573,0.012303
2014,10,9,36.349,0.6302,0.012303
2014,10,12,37.1823,0.9219,0.012303
2014,10,17,36.2448,0.3177,0.012303
2014,10,18,37.026,0.6823,0.012303
2014,10,18,37.0052,0.3177,0.012303
2014,10,18,36.9219,0.7969,0.012303
2014,10,28,36.3281,-0.5677,0.012303
2014,10,3,36.8594,-0.0365,0.012735
2014,10,8,36.3177,0.4115,0.012735
2014,10,8,35.9427,-0.1927,0.012735
2014,10,9,36.3385,0.6302,0.012735
2014,10,9,36.1615,0.1719,0.012735
2014,10,9,36.1198,0.1719,0.012735
2014,10,12,36.4115,0.1615,0.012735
2014,10,22,35.9427,-0.5677,0.012735
2014,10,24,35.8177,-0.526,0.012735
2014,10,28,36.5052,-0.9635,0.012735
2014,10,7,35.8073,-0.526,0.013183
2014,10,8,36.6094,0.4948,0.013183
2014,10,9,36.7969,0.7031,0.013183
2014,10,9,36.4844,0.9427,0.013183
2014,10,9,36.3698,0.6927,0.013183
2014,10,9,36.349,0.6615,0.013183
2014,10,18,37.0052,0.6198,0.013183
2014,10,18,36.9115,0.7552,0.013183
2014,10,18,36.6927,0.5885,0.013183
2014,10,26,36.7448,0.224,0.013183
2014,10,8,36.4219,0.5156,0.013646
2014,10,8,36.3385,0.4323,0.013646
2014,10,8,35.9115,-0.2135,0.013646
2014,10,9,36.0469,-0.0052,0.013646
2014,10,12,36.8594,0.4948,0.013646
2014,10,12,36.2969,0.4323,0.013646
2014,10,18,36.901,0.7865,0.013646
2014,10,18,36.8698,0.724,0.013646
2014,10,18,36.7344,0.5885,0.013646
2014,10,22,36.0677,-0.2031,0.013646
2014,10,22,36.026,-0.1198,0.013646
2014,10,26,36.2135,0.0573,0.013646
2014,10,28,36.651,-0.6615,0.013646
2014,10,29,35.901,-0.2448,0.013646
2014,10,8,35.9115,-0.0573,0.014125
2014,10,9,36.474,0.8698,0.014125
2014,10,9,36.151,0.2344,0.014125
2014,10,9,36.0469,0.0677,0.014125
2014,10,12,37.2552,0.6823,0.014125
2014,10,18,36.7656,0.6719,0.014125
2014,10,22,36.7344,0.1406,0.014125
2014,10,22,36.0469,-0.3698,0.014125
2014,10,28,36.1094,-0.1823,0.014125
2014,10,8,35.9531,-0.0677,0.014622
2014,10,9,36.3594,0.6823,0.014622
2014,10,9,36.099,0.1406,0.014622
2014,10,18,36.724,0.5781,0.014622
2014,10,22,36.3698,-0.9948,0.014622
2014,10,25,36.8594,0.4219,0.014622
2014,10,18,36.724,0.5885,0.015136
2014,10,22,36.6719,0.1927,0.015136
2014,10,26,36.5156,-0.224,0.015136
2014,10,28,36.5781,-1.0052,0.015136
2014,10,9,36.3802,0.7448,0.015668000000000001
2014,10,9,36.3073,0.5365,0.015668000000000001
2014,10,18,36.7135,0.5885,0.015668000000000001
2014,10,18,36.7031,0.5781,0.015668000000000001
2014,10,28,36.724,0.974,0.015668000000000001
2014,10,8,36.6927,0.5677,0.016218
2014,10,22,36.7344,0.1823,0.016218
2014,10,26,36.7656,-0.4844,0.016218
2014,10,8,36.599,0.5156,0.016788000000000001
2014,10,8,36.5156,0.526,0.016788000000000001
2014,10,8,36.3177,0.4219,0.016788000000000001
2014,10,8,35.901,-0.2344,0.016788000000000001
2014,10,12,36.1406,-0.7656,0.016788000000000001
2014,10,18,36.7448,0.5781,0.016788000000000001
2014,10,22,35.9635,-0.1823,0.016788000000000001
2014,10,26,36.276,-0.0052,0.016788000000000001
2014,10,8,36.349,0.3802,0.017378000000000001
2014,10,9,36.1615,0.151,0.017378000000000001
2014,10,9,36.0781,0.0365,0.017378000000000001
2014,10,12,36.1094,-0.026,0.017378000000000001
2014,10,25,36.3281,0.4531,0.017378000000000001
2014,10,26,36.599,-0.7656,0.017378000000000001
2014,10,26,36.7344,0.276,0.017378000000000001
2014,10,8,36.3698,0.4323,0.017989000000000002
2014,10,9,36.474,0.8802,0.017989000000000002
2014,10,9,36.4427,0.8906,0.017989000000000002
2014,10,9,36.4219,0.8594,0.017989000000000002
2014,10,9,36.1094,0.1094,0.017989000000000002
2014,10,9,36.0156,0.0677,0.017989000000000002
2014,10,14,35.849,-0.2552,0.017989000000000002
2014,10,17,36.4219,-0.7344,0.017989000000000002
2014,10,18,36.901,0.7344,0.017989000000000002
2014,10,18,36.8698,0.7448,0.017989000000000002
2014,10,18,36.849,0.7135,0.017989000000000002
2014,10,18,36.724,0.6094,0.017989000000000002
2014,10,26,36.6094,-0.2969,0.017989000000000002
2014,10,28,36.2969,0.151,0.017989000000000002
2014,10,28,36.1406,-0.3594,0.017989000000000002
2014,10,7,35.9323,0.0052,0.018620999999999999
2014,10,7,35.8698,-0.099,0.018620999999999999
2014,10,8,36.1302,-0.6927,0.018620999999999999
2014,10,8,35.9115,-0.0677,0.018620999999999999
2014,10,9,36.7865,0.7448,0.018620999999999999
2014,10,9,36.0677,0.0365,0.018620999999999999
2014,10,15,36.5677,0.2135,0.018620999999999999
2014,10,18,37.0677,0.6719,0.018620999999999999
2014,10,18,36.7552,0.5781,0.018620999999999999
2014,10,18,36.7344,0.599,0.018620999999999999
2014,10,18,36.7344,0.6094,0.018620999999999999
2014,10,26,36.849,-0.2865,0.018620999999999999
2014,10,28,36.099,-0.151,0.018620999999999999
2014,10,28,35.901,-0.0052,0.018620999999999999
2014,10,29,35.8594,-0.5781,0.018620999999999999
2014,10,29,35.8281,-0.6094,0.018620999999999999
2014,10,8,35.9948,-0.7448,0.019275
2014,10,8,36.5885,0.4427,0.019275
2014,10,8,35.9115,-0.0781,0.019275
2014,10,8,35.901,-0.0677,0.019275
2014,10,9,36.776,0.7865,0.019275
2014,10,9,36.151,0.151,0.019275
2014,10,12,36.2344,0.276,0.019275
2014,10,18,36.776,0.2969,0.019275
2014,10,21,37.0573,0.349,0.019275
2014,10,22,35.9219,-0.8177,0.019275
2014,10,22,36.0365,-0.1198,0.019275
2014,10,22,35.8594,-0.1302,0.019275
2014,10,26,36.651,-0.3594,0.019275
2014,10,26,36.651,0.5781,0.019275
2014,10,28,36.1302,-0.2656,0.019275
2014,10,28,36.0885,-0.1406,0.019275
2014,10,9,36.3594,0.7135,0.019952999999999999
2014,10,9,36.3385,0.5885,0.019952999999999999
2014,10,12,36.9219,0.6094,0.019952999999999999
2014,10,12,36.401,0.3594,0.019952999999999999
2014,10,12,36.224,0.2552,0.019952999999999999
2014,10,12,36.1406,0.0365,0.019952999999999999
2014,10,28,36.4531,-0.9115,0.019952999999999999
2014,10,28,37.0052,0.276,0.019952999999999999
2014,10,28,36.3177,-0.5781,0.019952999999999999
2014,10,7,35.9115,0.026,0.020653999999999999
2014,10,8,36.6823,0.5677,0.020653999999999999
2014,10,9,36.8698,0.6719,0.020653999999999999
2014,10,9,36.3385,0.6198,0.020653999999999999
2014,10,12,36.8698,0.4948,0.020653999999999999
2014,10,18,36.901,0.7448,0.020653999999999999
2014,10,18,36.7135,0.599,0.020653999999999999
2014,10,22,35.9427,-0.5573,0.020653999999999999
2014,10,26,36.7135,-0.4115,0.020653999999999999
2014,10,26,36.6719,0.026,0.020653999999999999
2014,10,26,36.3594,0.2448,0.020653999999999999
2014,10,26,36.2656,-0.0052,0.020653999999999999
2014,10,6,36.2031,0.2865,0.02138
2014,10,7,35.974,0.0469,0.02138
2014,10,8,36.1406,-0.651,0.02138
2014,10,8,35.9219,-0.0677,0.02138
2014,10,9,36.8802,0.651,0.02138
2014,10,9,36.474,0.9427,0.02138
2014,10,9,36.349,0.6198,0.02138
2014,10,9,36.0781,0.0573,0.02138
2014,10,12,36.224,0.2656,0.02138
2014,10,18,37.0469,0.5677,0.02138
2014,10,18,36.9115,0.7448,0.02138
2014,10,18,36.8594,0.7344,0.02138
2014,10,22,36.724,0.224,0.02138
2014,10,28,36.099,-0.1198,0.02138
2014,10,7,35.901,-0.0573,0.022131000000000001
2014,10,7,35.8177,-0.5365,0.022131000000000001
2014,10,8,35.9219,-0.0573,0.022131000000000001
2014,10,9,36.776,0.7969,0.022131000000000001
2014,10,9,36.3698,0.7135,0.022131000000000001
2014,10,9,36.3698,0.7448,0.022131000000000001
2014,10,9,36.3385,0.6094,0.022131000000000001
2014,10,9,36.1615,0.2552,0.022131000000000001
2014,10,9,36.151,0.1094,0.022131000000000001
2014,10,9,36.151,0.1719,0.022131000000000001
2014,10,9,36.1406,0.099,0.022131000000000001
2014,10,9,36.1302,0.1406,0.022131000000000001
2014,10,17,36.4427,0.849,0.022131000000000001
2014,10,17,35.9635,-0.1302,0.022131000000000001
2014,10,18,37.026,0.974,0.022131000000000001
2014,10,18,36.901,0.7552,0.022131000000000001
2014,10,18,36.8594,0.7135,0.022131000000000001
2014,10,18,36.7448,0.599,0.022131000000000001
2014,10,22,35.8802,-0.8594,0.022131000000000001
2014,10,28,36.4427,-0.9635,0.022131000000000001
2014,10,7,35.7865,-0.5469,0.022908999999999999
2014,10,8,35.9323,-0.0573,0.022908999999999999
2014,10,8,35.9115,-0.1198,0.022908999999999999
