Column2,Column3,Column4,Column5,Column6,Column7
2014,6,2,36.6302,-0.8906,0.15848899999999999
2014,6,2,36.6198,-0.9219,0.14288899999999999
2014,6,2,36.6198,-0.9115,0.153109
2014,6,2,36.6198,-0.901,0.153109
2014,6,2,36.6198,-0.8906,0.18196999999999999
2014,6,2,36.6198,-0.8802,0.15848899999999999
2014,6,2,36.6094,-0.9323,0.14791099999999999
2014,6,2,36.6094,-0.9219,0.14791099999999999
2014,6,2,36.6094,-0.9115,0.14791099999999999
2014,6,2,36.6094,-0.901,0.15848899999999999
2014,6,2,36.6094,-0.8906,0.16405900000000001
2014,6,2,36.6094,-0.8802,0.16405900000000001
2014,6,2,36.599,-0.9323,0.14288899999999999
2014,6,2,36.599,-0.9219,0.14791099999999999
2014,6,2,36.599,-0.9115,0.153109
2014,6,2,36.599,-0.901,0.153109
2014,6,2,36.599,-0.8906,0.15848899999999999
2014,6,2,36.599,-0.8802,0.15848899999999999
2014,6,2,36.599,-0.8698,0.153109
2014,6,2,36.599,-0.8594,0.15848899999999999
2014,6,2,36.5885,-0.9219,0.153109
2014,6,2,36.5885,-0.9115,0.153109
2014,6,2,36.5885,-0.901,0.15848899999999999
2014,6,2,36.5885,-0.8906,0.15848899999999999
2014,6,2,36.5885,-0.8802,0.15848899999999999
2014,6,2,36.5885,-0.8698,0.15848899999999999
2014,6,2,36.5885,-0.8594,0.15848899999999999
2014,6,2,36.5885,-0.849,0.14288899999999999
2014,6,2,36.5781,-0.901,0.16405900000000001
2014,6,2,36.5781,-0.8906,0.175792
2014,6,2,36.5781,-0.8802,0.16405900000000001
2014,6,2,36.5781,-0.8698,0.16405900000000001
2014,6,2,36.5781,-0.8594,0.153109
2014,6,2,36.5781,-0.849,0.16405900000000001
2014,6,2,36.5469,-0.8177,0.14288899999999999
2014,6,2,36.5469,-0.8073,0.153109
2014,6,2,36.5365,-0.8177,0.12445100000000001
2014,6,2,36.5365,-0.8073,0.153109
2014,6,2,36.2031,-0.9948,0.076735999999999999
2014,6,2,36.1927,-0.9948,0.104713
2014,6,2,36.151,-0.9427,0.13803799999999999
2014,6,2,36.151,-0.9323,0.14288899999999999
2014,6,2,36.1406,-0.9427,0.14791099999999999
