yyyy, mm, dd,lat,lon,chla
2014,8,1,36.5156,-0.7031,0.124451
2014,8,1,36.5156,-0.6927,0.124451
2014,8,1,36.5156,-0.6823,0.124451
2014,8,1,36.5156,-0.6719,0.124451
2014,8,1,36.5052,-1.0052,0.112202
2014,8,1,36.5052,-0.9948,0.116145
2014,8,1,36.5052,-0.9844,0.112202
2014,8,1,36.5052,-0.974,0.112202
2014,8,1,36.5052,-0.9635,0.116145
2014,8,1,36.5052,-0.9531,0.120226
2014,8,1,36.5052,-0.9427,0.124451
2014,8,1,36.5052,-0.9323,0.120226
2014,8,1,36.5052,-0.9219,0.124451
2014,8,1,36.5052,-0.9115,0.124451
2014,8,1,36.5052,-0.901,0.128825
2014,8,1,36.5052,-0.8906,0.128825
2014,8,1,36.5052,-0.8802,0.128825
2014,8,1,36.5052,-0.8698,0.133352
2014,8,1,36.5052,-0.8594,0.133352
2014,8,1,36.5052,-0.849,0.138038
2014,8,1,36.5052,-0.8385,0.133352
2014,8,1,36.5052,-0.8281,0.133352
2014,8,1,36.5052,-0.8177,0.133352
2014,8,1,36.5052,-0.8073,0.133352
2014,8,1,36.5052,-0.7969,0.138038
2014,8,1,36.5052,-0.7865,0.133352
2014,8,1,36.5052,-0.776,0.128825
2014,8,1,36.5052,-0.7656,0.128825
2014,8,1,36.5052,-0.7552,0.124451
2014,8,1,36.5052,-0.7448,0.124451
2014,8,1,36.5052,-0.7344,0.124451
2014,8,1,36.5052,-0.724,0.120226
2014,8,1,36.5052,-0.7135,0.120226
2014,8,1,36.5052,-0.7031,0.124451
2014,8,1,36.5052,-0.6927,0.124451
2014,8,1,36.5052,-0.6823,0.124451
2014,8,1,36.5052,-0.6719,0.124451
2014,8,1,36.4948,-1.0052,0.112202
2014,8,1,36.4948,-0.9948,0.112202
2014,8,1,36.4948,-0.9844,0.112202
2014,8,1,36.4948,-0.974,0.116145
2014,8,1,36.4948,-0.9635,0.116145
2014,8,1,36.4948,-0.9531,0.120226
2014,8,1,36.4948,-0.9427,0.120226
2014,8,1,36.4948,-0.9323,0.120226
2014,8,1,36.4948,-0.9219,0.124451
2014,8,1,36.4948,-0.9115,0.128825
2014,8,1,36.4948,-0.901,0.128825
2014,8,1,36.4948,-0.8906,0.128825
2014,8,1,36.4948,-0.8802,0.128825
2014,8,1,36.4948,-0.8698,0.133352
2014,8,1,36.4948,-0.8594,0.133352
2014,8,1,36.4948,-0.849,0.138038
2014,8,1,36.4948,-0.8385,0.133352
2014,8,1,36.4948,-0.8281,0.133352
2014,8,1,36.4948,-0.8177,0.133352
2014,8,1,36.4948,-0.8073,0.133352
2014,8,1,36.4948,-0.7969,0.133352
2014,8,1,36.4948,-0.7865,0.133352
2014,8,1,36.4948,-0.776,0.128825
2014,8,1,36.4948,-0.7656,0.124451
2014,8,1,36.4948,-0.7552,0.128825
2014,8,1,36.4948,-0.7448,0.128825
2014,8,1,36.4948,-0.7344,0.124451
2014,8,1,36.4948,-0.724,0.124451
2014,8,1,36.4948,-0.7135,0.124451
2014,8,1,36.4948,-0.7031,0.124451
2014,8,1,36.4948,-0.6927,0.124451
2014,8,1,36.4948,-0.6823,0.128825
2014,8,1,36.4948,-0.6719,0.128825
2014,8,1,36.4844,-1.0052,0.112202
2014,8,1,36.4844,-0.9948,0.112202
2014,8,1,36.4844,-0.9844,0.112202
2014,8,1,36.4844,-0.974,0.116145
2014,8,1,36.4844,-0.9635,0.120226
2014,8,1,36.4844,-0.9531,0.120226
2014,8,1,36.4844,-0.9427,0.120226
2014,8,1,36.4844,-0.9323,0.124451
2014,8,1,36.4844,-0.9219,0.124451
2014,8,1,36.4844,-0.9115,0.128825
2014,8,1,36.4844,-0.901,0.128825
2014,8,1,36.4844,-0.8906,0.128825
2014,8,1,36.4844,-0.8802,0.128825
2014,8,1,36.4844,-0.8698,0.133352
2014,8,1,36.4844,-0.8594,0.133352
2014,8,1,36.4844,-0.849,0.133352
2014,8,1,36.4844,-0.8385,0.133352
2014,8,1,36.4844,-0.8281,0.133352
2014,8,1,36.4844,-0.8177,0.133352
2014,8,1,36.4844,-0.8073,0.133352
2014,8,1,36.4844,-0.7969,0.133352
2014,8,1,36.4844,-0.7865,0.133352
2014,8,1,36.4844,-0.776,0.128825
2014,8,1,36.4844,-0.7656,0.124451
2014,8,1,36.4844,-0.7552,0.124451
2014,8,1,36.4844,-0.7448,0.128825
2014,8,1,36.4844,-0.7344,0.124451
2014,8,1,36.4844,-0.724,0.124451
2014,8,1,36.4844,-0.7135,0.124451
2014,8,1,36.4844,-0.7031,0.128825
2014,8,1,36.4844,-0.6927,0.124451
2014,8,1,36.4844,-0.6823,0.128825
2014,8,1,36.4844,-0.6719,0.128825
2014,8,1,36.474,-1.0052,0.112202
2014,8,1,36.474,-0.9948,0.116145
2014,8,1,36.474,-0.9844,0.112202
2014,8,1,36.474,-0.974,0.116145
2014,8,1,36.474,-0.9635,0.120226
2014,8,1,36.474,-0.9531,0.120226
2014,8,1,36.474,-0.9427,0.120226
2014,8,1,36.474,-0.9323,0.124451
2014,8,1,36.474,-0.9219,0.128825
2014,8,1,36.474,-0.9115,0.128825
2014,8,1,36.474,-0.901,0.133352
2014,8,1,36.474,-0.8906,0.133352
2014,8,1,36.474,-0.8802,0.128825
2014,8,1,36.474,-0.8698,0.133352
2014,8,1,36.474,-0.8594,0.133352
2014,8,1,36.474,-0.849,0.138038
2014,8,1,36.474,-0.8385,0.138038
2014,8,1,36.474,-0.8281,0.133352
2014,8,1,36.474,-0.8177,0.133352
2014,8,1,36.474,-0.8073,0.133352
2014,8,1,36.474,-0.7969,0.133352
2014,8,1,36.474,-0.7865,0.133352
2014,8,1,36.474,-0.776,0.128825
2014,8,1,36.474,-0.7656,0.124451
2014,8,1,36.474,-0.7552,0.124451
2014,8,1,36.474,-0.7448,0.128825
2014,8,1,36.474,-0.7344,0.124451
2014,8,1,36.474,-0.724,0.124451
2014,8,1,36.474,-0.7135,0.124451
2014,8,1,36.474,-0.7031,0.128825
2014,8,1,36.474,-0.6927,0.128825
2014,8,1,36.474,-0.6823,0.128825
2014,8,1,36.474,-0.6719,0.128825
2014,8,1,36.4635,-1.0052,0.116145
2014,8,1,36.4635,-0.9948,0.116145
2014,8,1,36.4635,-0.9844,0.116145
2014,8,1,36.4635,-0.974,0.116145
2014,8,1,36.4635,-0.9635,0.120226
2014,8,1,36.4635,-0.9531,0.120226
2014,8,1,36.4635,-0.9427,0.124451
2014,8,1,36.4635,-0.9323,0.124451
2014,8,1,36.4635,-0.9219,0.128825
2014,8,1,36.4635,-0.9115,0.128825
2014,8,1,36.4635,-0.901,0.133352
2014,8,1,36.4635,-0.8906,0.133352
2014,8,1,36.4635,-0.8802,0.133352
2014,8,1,36.4635,-0.8698,0.133352
2014,8,1,36.4635,-0.8594,0.133352
2014,8,1,36.4635,-0.849,0.133352
2014,8,1,36.4635,-0.8385,0.133352
2014,8,1,36.4635,-0.8281,0.138038
2014,8,1,36.4635,-0.8177,0.133352
2014,8,1,36.4635,-0.8073,0.133352
2014,8,1,36.4635,-0.7969,0.128825
2014,8,1,36.4635,-0.7865,0.133352
2014,8,1,36.4635,-0.776,0.128825
