yyyy, mm, dd,lat,lon,chla
2014,9,2,35.9219,-0.0573,0.022909
2014,9,3,35.8698,-0.7865,0.022909
2014,9,3,35.8698,-0.776,0.022909
2014,9,3,36.151,-0.6615,0.022909
2014,9,3,36.1406,-0.4844,0.022909
2014,9,3,36.099,-0.6615,0.022909
2014,9,3,36.0781,-0.526,0.022909
2014,9,3,36.026,-0.526,0.022909
2014,9,5,35.7656,-0.6302,0.022909
2014,9,8,36.4219,0.474,0.022909
2014,9,14,35.974,-0.1823,0.022909
2014,9,15,35.8073,-0.8177,0.022909
2014,9,15,36.6094,0.8906,0.022909
2014,9,15,36.6094,0.9531,0.022909
2014,9,15,36.3906,0.0156,0.022909
2014,9,15,36.2448,-0.276,0.022909
2014,9,15,36.1198,0.1198,0.022909
2014,9,15,36.0781,0.0469,0.022909
2014,9,15,36.0677,0.0156,0.022909
2014,9,15,36.0469,-0.0365,0.022909
2014,9,17,36.8906,0.401,0.022909
2014,9,17,36.6615,-0.651,0.022909
2014,9,17,36.4948,0.2031,0.022909
2014,9,22,35.7865,-0.5469,0.022909
2014,9,26,35.8698,-0.0885,0.022909
2014,9,2,36.0677,-0.2656,0.023714
2014,9,2,35.9531,-0.0781,0.023714
2014,9,3,35.8594,-0.6823,0.023714
2014,9,3,35.8385,-0.8802,0.023714
2014,9,3,36.1406,-0.5677,0.023714
2014,9,3,36.0156,-0.5781,0.023714
2014,9,3,35.974,-0.1406,0.023714
2014,9,3,35.9323,-0.1302,0.023714
2014,9,3,35.8906,-0.6615,0.023714
2014,9,7,36.3281,0.1615,0.023714
2014,9,8,36.8698,-0.1719,0.023714
2014,9,8,36.1302,-0.5573,0.023714
2014,9,8,36.099,-0.4219,0.023714
2014,9,14,35.9427,-0.2344,0.023714
2014,9,15,37.0469,0.3802,0.023714
2014,9,15,36.651,0.9219,0.023714
2014,9,15,36.6198,0.9948,0.023714
2014,9,15,36.5885,0.8906,0.023714
2014,9,15,36.5781,0.8073,0.023714
2014,9,15,36.3698,0.1406,0.023714
2014,9,15,36.1302,0.151,0.023714
2014,9,15,36.0365,-0.0677,0.023714
2014,9,17,35.9323,-0.8177,0.023714
2014,9,17,37.0677,0.4427,0.023714
2014,9,17,36.9635,0.4635,0.023714
2014,9,17,36.8906,0.3802,0.023714
2014,9,17,36.526,0.224,0.023714
2014,9,23,35.9219,0.0156,0.023714
2014,9,24,36.5677,0.9323,0.023714
2014,9,2,36.0885,-0.5156,0.024547
2014,9,2,35.9948,-0.0052,0.024547
2014,9,2,35.9427,-0.0469,0.024547
2014,9,2,35.9427,-0.0365,0.024547
2014,9,3,36.0677,-0.6927,0.024547
2014,9,3,35.8802,-0.7135,0.024547
2014,9,3,35.8594,-0.8594,0.024547
2014,9,3,36.1302,-0.474,0.024547
2014,9,3,36.0469,-0.3906,0.024547
2014,9,3,36.0365,-0.526,0.024547
2014,9,3,35.9427,-0.4531,0.024547
2014,9,3,35.9323,-0.1094,0.024547
2014,9,3,35.9219,-0.5052,0.024547
2014,9,3,35.9219,-0.2031,0.024547
2014,9,3,35.8698,-0.6302,0.024547
2014,9,5,35.776,-0.6615,0.024547
2014,9,7,36.849,0.526,0.024547
2014,9,8,36.2135,-0.724,0.024547
2014,9,8,36.1094,-0.8177,0.024547
2014,9,8,36.1719,0.1615,0.024547
2014,9,8,36.151,0.1927,0.024547
2014,9,14,35.9531,-0.2031,0.024547
2014,9,14,35.8385,-0.5573,0.024547
2014,9,14,35.8281,-0.5677,0.024547
2014,9,15,36.8802,0.9844,0.024547
2014,9,15,36.5573,0.724,0.024547
2014,9,15,36.5469,0.8385,0.024547
2014,9,15,36.224,-0.3281,0.024547
2014,9,15,36.2135,-0.0573,0.024547
2014,9,15,36.1198,-0.3594,0.024547
2014,9,15,35.9427,-0.3594,0.024547
2014,9,15,35.9323,-0.3177,0.024547
2014,9,15,35.9115,-0.4427,0.024547
2014,9,17,37.1823,0.6094,0.024547
2014,9,17,36.9427,0.4323,0.024547
2014,9,17,36.8073,0.1406,0.024547
2014,9,17,36.7969,0.151,0.024547
2014,9,17,36.7344,-0.1927,0.024547
2014,9,17,36.3906,0.1406,0.024547
2014,9,24,37.0052,0.4323,0.024547
2014,9,24,35.901,-0.0365,0.024547
2014,9,2,36.0781,-0.5052,0.02541
2014,9,2,35.9948,-0.2656,0.02541
2014,9,2,35.9323,-0.0469,0.02541
2014,9,3,36.0677,-0.9115,0.02541
2014,9,3,35.849,-0.9427,0.02541
2014,9,3,36.1406,-0.5156,0.02541
2014,9,3,36.1198,-0.5573,0.02541
2014,9,3,35.9948,0.0052,0.02541
2014,9,3,35.9323,-0.1719,0.02541
2014,9,3,35.8698,-0.6198,0.02541
2014,9,5,35.7552,-0.7031,0.02541
2014,9,5,36.7031,0.9844,0.02541
2014,9,8,36.2135,-0.7448,0.02541
2014,9,8,36.776,-0.5156,0.02541
2014,9,8,35.8906,-0.5365,0.02541
2014,9,11,35.974,0.0052,0.02541
2014,9,11,35.9427,-0.0365,0.02541
2014,9,11,35.9427,-0.0052,0.02541
2014,9,11,35.9323,-0.0365,0.02541
2014,9,11,35.9323,-0.026,0.02541
2014,9,11,35.9323,-0.0156,0.02541
2014,9,11,35.9323,-0.0052,0.02541
2014,9,14,35.974,-0.1927,0.02541
2014,9,14,35.9635,-0.2135,0.02541
2014,9,14,35.8177,-0.5885,0.02541
2014,9,15,36.5885,0.9115,0.02541
2014,9,15,36.5781,0.7448,0.02541
2014,9,15,36.5781,0.7656,0.02541
2014,9,15,36.5365,0.8385,0.02541
2014,9,15,36.4531,0.6302,0.02541
2014,9,15,36.3906,0.4115,0.02541
2014,9,15,36.3594,0.1615,0.02541
2014,9,15,36.3594,0.349,0.02541
2014,9,15,36.2031,-0.4635,0.02541
2014,9,15,36.1615,0.1615,0.02541
2014,9,15,36.0573,-0.2031,0.02541
2014,9,17,35.9219,-0.8385,0.02541
2014,9,17,37.3177,0.849,0.02541
2014,9,17,36.9115,0.3906,0.02541
2014,9,23,35.8906,-0.0365,0.02541
2014,9,24,36.3281,-0.7552,0.02541
2014,9,24,36.3906,0.4427,0.02541
2014,9,26,36.099,-0.3906,0.02541
2014,9,2,36.2865,0.5156,0.026303
2014,9,2,36.0885,-0.276,0.026303
2014,9,2,36.0573,-0.2552,0.026303
2014,9,2,35.9323,-0.0573,0.026303
2014,9,3,36.2969,-0.8906,0.026303
2014,9,3,36.0677,-0.776,0.026303
2014,9,3,36.0052,-0.7448,0.026303
2014,9,3,35.9115,-0.7865,0.026303
2014,9,3,35.849,-0.6823,0.026303
2014,9,3,35.8385,-0.901,0.026303
2014,9,3,36.1302,-0.4948,0.026303
2014,9,3,36.0781,-0.6406,0.026303
2014,9,3,35.9844,-0.4115,0.026303
2014,9,3,35.974,-0.349,0.026303
2014,9,3,35.9323,-0.0885,0.026303
2014,9,3,35.8698,-0.6406,0.026303
2014,9,5,35.7865,-0.599,0.026303
2014,9,7,36.6406,0.4531,0.026303
2014,9,8,36.4427,0.651,0.026303
2014,9,8,35.9323,-0.4844,0.026303
2014,9,14,35.9635,-0.2031,0.026303
2014,9,15,37.1823,0.4531,0.026303
2014,9,15,36.6094,0.9427,0.026303
2014,9,15,36.6094,0.9635,0.026303
2014,9,15,36.5573,0.8802,0.026303
2014,9,17,36.2552,-0.901,0.026303
2014,9,17,36.9323,0.4219,0.026303
2014,9,17,36.9219,0.3281,0.026303
2014,9,17,36.9115,0.2344,0.026303
2014,9,17,36.8802,0.401,0.026303
2014,9,17,36.5365,0.1823,0.026303
2014,9,17,36.5365,0.2344,0.026303
2014,9,17,36.5052,0.2344,0.026303
2014,9,17,36.0677,-0.2344,0.026303
2014,9,23,35.9115,-0.0365,0.026303
2014,9,23,35.901,-0.0365,0.026303
2014,9,24,36.3281,-0.2865,0.026303
2014,9,24,36.2969,-0.3385,0.026303
2014,9,2,36.1406,-0.1615,0.027227
2014,9,2,36.1302,-0.2448,0.027227
2014,9,2,36.0885,-0.526,0.027227
2014,9,2,36.0677,-0.401,0.027227
2014,9,2,36.0156,-0.0156,0.027227
2014,9,2,35.9948,-0.026,0.027227
2014,9,3,36.349,-0.9323,0.027227
2014,9,3,36.0885,-0.5573,0.027227
2014,9,3,35.974,-0.1198,0.027227
2014,9,3,35.8802,-0.6094,0.027227
2014,9,5,35.7656,-0.6927,0.027227
2014,9,7,37.2031,0.7552,0.027227
2014,9,7,36.3698,0.3281,0.027227
2014,9,7,35.9844,-0.4115,0.027227
2014,9,8,36.1406,-0.7344,0.027227
2014,9,8,36.349,0.5469,0.027227
2014,9,8,36.1406,0.0885,0.027227
2014,9,8,36.1406,0.151,0.027227
2014,9,14,35.9635,-0.2552,0.027227
2014,9,14,35.9635,-0.1927,0.027227
2014,9,15,36.6198,0.974,0.027227
2014,9,15,36.599,0.9219,0.027227
2014,9,15,36.5885,0.8073,0.027227
2014,9,15,36.5573,0.8177,0.027227
2014,9,15,36.5469,0.8281,0.027227
2014,9,15,36.4323,0.2135,0.027227
2014,9,15,36.3802,0.1927,0.027227
2014,9,15,36.2448,-0.599,0.027227
2014,9,17,36.9531,0.401,0.027227
2014,9,17,36.9115,0.3802,0.027227
2014,9,17,36.901,0.3802,0.027227
2014,9,21,36.4948,-0.1615,0.027227
2014,9,24,36.5677,0.9427,0.027227
2014,9,24,36.4115,-0.4948,0.027227
2014,9,28,37.2552,0.9219,0.027227
2014,9,2,36.0885,-0.4844,0.028184
2014,9,2,36.0885,-0.1406,0.028184
2014,9,2,36.0781,-0.1302,0.028184
2014,9,2,36.0677,-0.1406,0.028184
2014,9,2,36.0573,-0.2656,0.028184
2014,9,2,35.9948,-0.0156,0.028184
2014,9,2,35.9427,-0.0573,0.028184
2014,9,2,35.9219,-0.0677,0.028184
2014,9,3,36.349,-0.9531,0.028184
2014,9,3,36.0573,-0.9427,0.028184
2014,9,3,36.0469,-0.8698,0.028184
2014,9,3,35.8177,-0.9219,0.028184
2014,9,3,36.1302,-0.526,0.028184
2014,9,3,36.1198,-0.4323,0.028184
2014,9,3,35.974,-0.3594,0.028184
2014,9,3,35.9531,-0.1302,0.028184
2014,9,3,35.9323,-0.4635,0.028184
2014,9,3,35.8594,-0.6615,0.028184
2014,9,7,36.9427,0.9115,0.028184
2014,9,7,36.7552,0.474,0.028184
2014,9,7,36.3906,0.1823,0.028184
2014,9,7,36.2031,-0.1823,0.028184
2014,9,8,36.6302,-0.8698,0.028184
2014,9,8,36.7969,0.9427,0.028184
2014,9,8,36.5052,0.7656,0.028184
2014,9,8,36.349,0.5573,0.028184
2014,9,8,35.901,-0.526,0.028184
2014,9,11,35.9948,0.0156,0.028184
2014,9,15,36.6927,0.9531,0.028184
2014,9,15,36.6094,0.9219,0.028184
2014,9,15,36.6094,0.9844,0.028184
2014,9,15,36.5573,0.7448,0.028184
2014,9,15,36.3385,0.3385,0.028184
2014,9,15,36.0469,-0.0677,0.028184
2014,9,15,35.9323,-0.2865,0.028184
2014,9,17,36.9427,0.401,0.028184
2014,9,17,36.9427,0.4635,0.028184
2014,9,17,36.9323,0.3906,0.028184
2014,9,17,36.9219,0.3906,0.028184
2014,9,17,36.6823,-0.651,0.028184
2014,9,17,36.5573,-0.0365,0.028184
2014,9,22,36.8906,0.026,0.028184
2014,9,24,36.5052,-0.3802,0.028184
2014,9,24,36.2656,0.3073,0.028184
2014,9,26,36.1094,-0.3385,0.028184
2014,9,2,36.1198,-0.2656,0.029174
2014,9,2,36.0885,-0.5052,0.029174
2014,9,2,35.9531,-0.0469,0.029174
2014,9,3,36.0469,-0.8594,0.029174
2014,9,3,35.8385,-0.8906,0.029174
2014,9,3,36.099,-0.5052,0.029174
2014,9,3,36.0781,-0.474,0.029174
2014,9,3,35.9948,-0.2031,0.029174
2014,9,3,35.9531,-0.4844,0.029174
2014,9,3,35.9219,-0.2135,0.029174
2014,9,7,36.651,0.1198,0.029174
2014,9,8,36.4323,-0.8385,0.029174
2014,9,8,36.0885,-0.7865,0.029174
2014,9,8,36.4531,0.5365,0.029174
2014,9,8,36.3698,0.5573,0.029174
2014,9,8,36.3073,0.5365,0.029174
2014,9,8,36.1927,0.1719,0.029174
2014,9,8,36.1198,0.1406,0.029174
2014,9,14,35.9635,-0.2448,0.029174
2014,9,14,35.9531,-0.224,0.029174
2014,9,15,35.7552,-0.9948,0.029174
2014,9,15,36.6302,0.9323,0.029174
2014,9,15,36.6198,0.9115,0.029174
2014,9,15,36.5885,0.8802,0.029174
2014,9,15,36.4844,0.599,0.029174
2014,9,15,36.3802,0.3698,0.029174
2014,9,15,36.3281,0.3073,0.029174
2014,9,15,36.2552,0.1823,0.029174
2014,9,15,36.2135,-0.224,0.029174
2014,9,15,36.1823,0.1823,0.029174
2014,9,15,36.0573,-0.0469,0.029174
2014,9,15,36.0469,-0.1302,0.029174
2014,9,15,35.901,-0.4427,0.029174
2014,9,17,37.3281,0.8177,0.029174
