Column2,Column3,Column4,Column5,Column6,chla
2014,6,3,36.2135,0.2552,0.022131000000000001
2014,6,3,36.1719,0.2552,0.022908999999999999
2014,6,3,36.2135,0.2656,0.028184000000000001
2014,6,3,36.224,0.3177,0.030200000000000001
2014,6,3,36.2031,0.2552,0.035892
2014,6,3,36.651,0.9948,0.037154
2014,6,3,36.224,0.276,0.039810999999999999
2014,6,3,36.2031,0.276,0.039810999999999999
2014,6,3,36.224,0.3073,0.041209999999999997
2014,6,3,36.2135,0.2969,0.041209999999999997
2014,6,3,36.2031,0.2865,0.041209999999999997
2014,6,3,36.1823,0.2552,0.041209999999999997
2014,6,3,36.6406,0.9948,0.042658000000000001
2014,6,3,36.224,0.2656,0.042658000000000001
2014,6,3,36.2031,0.2969,0.042658000000000001
2014,6,3,36.1927,0.2552,0.042658000000000001
2014,6,3,36.2135,0.2865,0.044157000000000002
2014,6,3,36.1823,0.2448,0.044157000000000002
2014,6,3,36.2135,0.2448,0.045709
2014,6,3,36.1927,0.2448,0.045709
2014,6,3,36.151,0.2031,0.045709
2014,6,3,36.6719,0.9948,0.047315000000000003
2014,6,3,36.224,0.2865,0.047315000000000003
2014,6,3,36.2031,0.2448,0.047315000000000003
2014,6,3,36.2135,0.276,0.048978000000000001
2014,6,3,36.2135,0.3073,0.048978000000000001
2014,6,3,35.8073,-0.5156,0.048978000000000001
2014,6,3,36.8073,0.9844,0.050699000000000001
2014,6,3,36.2344,0.2865,0.050699000000000001
2014,6,3,36.2344,0.2969,0.050699000000000001
2014,6,3,36.2344,0.3177,0.050699000000000001
2014,6,3,36.2031,0.2344,0.050699000000000001
2014,6,3,36.5469,0.8177,0.052481
2014,6,3,36.1719,0.2344,0.052481
2014,6,3,35.8177,-0.5156,0.052481
2014,6,3,36.6615,0.9948,0.054324999999999998
2014,6,3,36.2344,0.2656,0.054324999999999998
2014,6,3,36.2344,0.276,0.054324999999999998
2014,6,3,36.224,0.2448,0.054324999999999998
2014,6,3,36.224,0.2969,0.054324999999999998
2014,6,3,36.2448,0.2448,0.056233999999999999
2014,6,3,36.224,0.2552,0.056233999999999999
2014,6,3,36.1615,0.1927,0.056233999999999999
2014,6,3,36.651,0.9844,0.058209999999999998
2014,6,3,36.4948,0.7969,0.058209999999999998
2014,6,3,36.2448,0.2656,0.058209999999999998
2014,6,3,36.1927,0.2344,0.058209999999999998
2014,6,3,36.1719,0.2031,0.058209999999999998
2014,6,3,36.1719,0.2135,0.058209999999999998
2014,6,3,36.2448,0.276,0.060255999999999997
2014,6,3,36.1823,0.2135,0.060255999999999997
2014,6,3,36.7031,0.6823,0.062372999999999998
2014,6,3,36.6927,0.6302,0.062372999999999998
