*/
Date/Time,Temp [Â°C],Conf [Â±] (Temperature; 90% confidence v...),Sal (PSU),Conf [Â±] (Salinity; 90% confidence value),Chl a [Âµg/l],Conf [Â±] (Chlorophyll a; 90% confidence...),O2 sat [%],Conf [Â±] (Oxygen saturation; 90% confid...),Turbidity [FTU],Conf [Â±] (Turbidity; 90% confidence value)
2020-03-26T14:00:00,7.297,0.004,33.414,0.015,,,98.748,0.958,,
2020-03-26T15:00:00,7.313,0.004,33.366,0.013,,,98.401,0.958,,
2020-03-26T16:00:00,7.298,0.006,33.329,0.013,,,97.951,1.109,,
2020-03-26T17:00:00,7.352,0.005,33.372,0.013,,,101.132,1.024,,
2020-03-26T18:00:00,7.435,0.005,33.421,0.014,,,104.984,1.343,,
2020-03-26T19:00:00,7.304,0.005,33.419,0.013,,,103.219,1.219,,
2020-03-26T20:00:00,7.148,0.005,33.409,0.013,,,99.136,1.224,,
2020-03-26T21:00:00,7.098,0.004,33.422,0.010,,,99.575,1.077,,
2020-03-26T22:00:00,7.076,0.004,33.409,0.013,,,98.364,1.037,,
2020-03-26T23:00:00,7.081,0.004,33.401,0.013,,,97.574,1.110,,
2020-03-27T00:00:00,7.058,0.005,33.399,0.014,,,97.168,1.158,,
2020-03-27T01:00:00,7.019,0.005,33.403,0.013,,,96.829,1.077,,
2020-03-27T02:00:00,6.978,0.005,33.349,0.013,,,95.998,0.994,,
2020-03-27T03:00:00,6.952,0.004,33.271,0.014,,,95.059,0.946,,
2020-03-27T04:00:00,6.956,0.005,33.274,0.015,,,94.318,0.885,,
2020-03-27T05:00:00,6.937,0.004,33.315,0.016,,,93.794,0.996,,
2020-03-27T06:00:00,6.893,0.005,33.350,0.013,,,93.707,1.115,,
2020-03-27T07:00:00,6.892,0.005,33.324,0.014,,,94.108,1.035,,
2020-03-27T08:00:00,6.945,0.005,33.333,0.014,,,96.126,0.964,,
2020-03-27T09:00:00,7.014,0.004,33.329,0.015,,,98.988,1.134,,
2020-03-27T10:00:00,7.138,0.005,33.348,0.015,,,103.854,1.167,,
2020-03-27T11:00:00,7.199,0.004,33.356,0.014,,,102.176,1.027,,
2020-03-27T12:00:00,7.217,0.004,33.363,0.016,,,100.725,0.994,,
2020-03-27T13:00:00,7.312,0.004,33.338,0.013,,,99.748,1.112,,
2020-03-27T14:00:00,7.375,0.005,33.266,0.014,,,99.814,0.864,,
2020-03-27T15:00:00,7.393,0.005,33.181,0.014,,,98.919,1.151,,
2020-03-27T16:00:00,7.378,0.005,33.144,0.014,,,98.014,0.829,,
2020-03-27T17:00:00,7.387,0.005,33.239,0.014,,,98.730,1.043,,
2020-03-27T18:00:00,7.394,0.004,33.304,0.012,,,103.303,1.187,,
2020-03-27T19:00:00,7.394,0.005,33.345,0.013,,,105.182,1.321,,
2020-03-27T20:00:00,7.269,0.005,33.276,0.012,,,100.679,0.937,,
2020-03-27T21:00:00,7.218,0.004,33.259,0.013,,,99.867,0.884,,
2020-03-27T22:00:00,7.178,0.004,33.265,0.013,,,99.086,1.062,,
2020-03-27T23:00:00,7.156,0.005,33.276,0.012,,,98.302,1.100,,
2020-03-29T12:00:00,6.954,0.005,32.406,0.016,,,97.483,0.998,,
2020-03-29T13:00:00,6.978,0.005,32.410,0.018,,,96.082,0.909,,
2020-03-29T14:00:00,7.032,0.004,32.156,0.015,,,96.359,0.981,,
2020-03-29T15:00:00,7.020,0.005,31.862,0.014,,,95.450,0.892,,
2020-03-29T16:00:00,6.985,0.005,31.669,0.015,,,94.434,0.930,,
2020-03-29T17:00:00,6.949,0.005,31.654,0.014,,,94.082,1.069,,
2020-03-29T18:00:00,6.907,0.005,31.643,0.016,,,93.665,0.885,,
2020-03-29T19:00:00,6.851,0.004,31.684,0.015,,,93.592,0.915,,
2020-03-29T20:00:00,6.774,0.004,31.789,0.013,,,93.987,0.925,,
2020-03-29T21:00:00,6.732,0.004,31.780,0.013,,,93.393,1.004,,
2020-03-29T22:00:00,6.634,0.005,31.819,0.015,,,92.595,0.960,,
2020-03-29T23:00:00,6.666,0.006,32.237,0.014,,,91.521,1.176,,
2020-03-30T00:00:00,7.008,0.005,33.051,0.013,,,92.325,0.823,,
2020-03-30T01:00:00,6.935,0.005,32.919,0.017,,,91.557,0.982,,
2020-03-30T02:00:00,6.772,0.004,32.398,0.013,,,91.128,0.983,,
2020-03-30T03:00:00,6.740,0.005,32.319,0.016,,,91.367,1.018,,
2020-03-30T04:00:00,6.679,0.004,31.924,0.015,,,91.103,1.162,,
2020-03-30T05:00:00,6.688,0.005,31.832,0.013,,,91.018,0.864,,
2020-03-30T06:00:00,6.729,0.005,31.869,0.015,,,91.038,0.828,,
2020-03-30T07:00:00,6.651,0.005,32.015,0.013,,,90.139,0.978,,
2020-03-30T08:00:00,6.516,0.004,31.838,0.014,,,89.751,0.939,,
2020-03-30T09:00:00,6.688,0.004,31.817,0.015,,,93.357,0.816,,
2020-03-30T10:00:00,6.835,0.005,31.910,0.013,,,95.247,1.023,,
2020-03-30T11:00:00,6.930,0.004,31.928,0.015,,,96.516,1.005,,
2020-03-30T12:00:00,7.106,0.004,32.373,0.012,,,104.514,1.265,,
2020-03-30T13:00:00,7.130,0.005,32.414,0.013,,,101.019,1.225,,
2020-03-30T14:00:00,7.169,0.005,32.107,0.013,,,97.413,1.175,,
2020-03-30T15:00:00,7.139,0.005,32.104,0.013,,,96.797,1.140,,
2020-03-30T16:00:00,7.133,0.005,32.044,0.014,,,96.069,1.006,,
2020-03-30T17:00:00,7.116,0.004,31.986,0.016,,,95.411,0.942,,
2020-03-30T18:00:00,7.083,0.004,31.940,0.013,,,94.596,0.995,,
2020-03-30T19:00:00,7.030,0.004,31.933,0.014,,,93.989,0.907,,
2020-03-30T20:00:00,6.929,0.005,31.931,0.012,,,93.011,1.154,,
2020-03-30T21:00:00,6.886,0.004,31.811,0.013,,,92.805,0.955,,
2020-03-30T22:00:00,6.851,0.004,31.800,0.013,,,92.758,0.991,,
2020-03-30T23:00:00,6.787,0.005,31.855,0.011,,,92.335,0.916,,
2020-03-31T00:00:00,6.779,0.005,31.965,0.014,,,92.150,0.903,,
2020-03-31T01:00:00,6.969,0.005,32.389,0.017,,,92.374,1.044,,
2020-03-31T02:00:00,6.788,0.004,32.106,0.011,,,92.019,1.102,,
2020-03-31T03:00:00,6.687,0.005,31.993,0.014,,,91.571,1.013,,
2020-03-31T04:00:00,6.642,0.004,31.788,0.015,,,90.938,0.985,,
2020-03-31T05:00:00,6.606,0.004,31.716,0.011,,,90.729,0.937,,
2020-03-31T06:00:00,6.613,0.004,31.679,0.015,,,90.688,0.891,,
2020-03-31T07:00:00,6.665,0.005,31.742,0.013,,,91.035,1.184,,
2020-03-31T08:00:00,6.680,0.005,31.785,0.015,,,91.723,0.871,,
2020-03-31T09:00:00,6.776,0.005,31.912,0.012,,,95.033,0.979,,
2020-03-31T10:00:00,6.930,0.004,31.951,0.012,,,98.342,1.022,,
2020-03-31T11:00:00,7.113,0.005,31.942,0.015,,,107.677,1.663,,
2020-03-31T12:00:00,7.252,0.004,31.926,0.013,5.440,0.046,111.235,1.631,5.440,0.046
2020-03-31T13:00:00,7.051,0.005,31.949,0.016,,,99.754,1.247,,
2020-03-31T14:00:00,6.864,0.004,32.029,0.016,,,92.529,0.951,,
2020-03-31T15:00:00,6.908,0.005,32.077,0.011,,,93.118,1.007,,
2020-03-31T16:00:00,7.018,0.005,31.992,0.015,,,95.445,1.043,,
2020-03-31T17:00:00,7.061,0.004,31.928,0.012,,,95.784,1.000,,
2020-03-31T18:00:00,7.053,0.005,31.901,0.015,,,95.133,0.974,,
2020-03-31T19:00:00,7.029,0.005,31.990,0.013,,,96.688,0.999,,
2020-03-31T20:00:00,7.077,0.004,32.022,0.014,,,104.094,1.351,,
2020-03-31T21:00:00,7.198,0.006,32.075,0.015,,,107.940,1.400,,
2020-03-31T22:00:00,7.128,0.005,32.117,0.014,,,99.350,1.060,,
2020-03-31T23:00:00,7.151,0.004,31.981,0.015,,,103.864,1.049,,
2020-04-01T00:00:00,7.162,0.004,31.852,0.015,,,108.789,1.682,,
2020-04-01T01:00:00,7.077,0.005,31.803,0.014,,,102.690,1.216,,
2020-04-01T02:00:00,7.057,0.004,31.789,0.014,,,100.662,1.071,,
2020-04-01T03:00:00,7.043,0.004,31.813,0.014,,,99.544,1.122,,
2020-04-01T04:00:00,7.027,0.006,31.873,0.012,,,99.087,1.197,,
2020-04-01T05:00:00,7.025,0.005,31.962,0.014,,,97.866,0.943,,
2020-04-01T06:00:00,7.016,0.005,31.974,0.013,,,97.294,1.092,,
2020-04-01T07:00:00,7.064,0.004,32.359,0.014,,,95.901,1.042,,
2020-04-01T08:00:00,7.093,0.005,32.620,0.016,,,95.236,1.003,,
2020-04-01T09:00:00,7.163,0.004,32.681,0.007,8.057,0.083,95.548,1.264,8.057,0.083
2020-04-01T10:00:00,7.143,0.005,32.479,0.013,6.270,0.058,97.716,0.994,6.270,0.058
2020-04-01T11:00:00,7.137,0.005,32.130,0.012,5.687,0.050,100.759,1.056,5.687,0.050
2020-04-01T12:00:00,7.133,0.004,32.150,0.013,5.882,0.053,100.767,1.027,5.882,0.053
2020-04-01T13:00:00,7.093,0.005,32.285,0.014,5.576,0.049,98.453,1.140,5.576,0.049
2020-04-01T14:00:00,7.078,0.004,32.348,0.013,5.538,0.048,97.182,0.994,5.538,0.048
2020-04-01T15:00:00,7.104,0.005,32.401,0.011,5.114,0.042,97.198,1.224,5.114,0.042
2020-04-01T16:00:00,7.144,0.005,32.359,0.013,4.913,0.039,98.350,1.138,4.913,0.039
2020-04-01T17:00:00,7.169,0.005,32.349,0.013,4.646,0.036,98.465,1.140,4.646,0.036
2020-04-01T18:00:00,7.199,0.004,32.397,0.016,4.430,0.033,98.040,0.943,4.430,0.033
2020-04-01T19:00:00,7.229,0.005,32.392,0.011,4.317,0.031,98.030,0.980,4.317,0.031
2020-04-01T20:00:00,7.259,0.004,32.341,0.014,4.284,0.031,99.036,0.878,4.284,0.031
2020-04-01T21:00:00,7.209,0.004,32.418,0.014,4.988,0.041,97.903,0.779,4.988,0.041
2020-04-01T22:00:00,7.189,0.005,32.685,0.016,5.621,0.049,96.135,1.179,5.621,0.049
2020-04-01T23:00:00,7.183,0.006,32.766,0.014,5.233,0.044,95.492,1.035,5.233,0.044
2020-04-02T00:00:00,7.141,0.004,32.613,0.014,5.003,0.041,95.662,1.003,5.003,0.041
2020-04-02T01:00:00,7.126,0.004,32.580,0.016,4.829,0.038,95.617,0.834,4.829,0.038
2020-04-02T02:00:00,7.134,0.005,32.598,0.013,4.765,0.037,95.860,1.023,4.765,0.037
2020-04-02T03:00:00,7.131,0.005,32.594,0.015,4.601,0.035,95.846,1.192,4.601,0.035
2020-04-02T04:00:00,7.109,0.005,32.586,0.013,4.581,0.035,95.765,1.005,4.581,0.035
2020-04-02T05:00:00,7.103,0.004,32.584,0.013,4.714,0.037,95.592,0.919,4.714,0.037
2020-04-02T06:00:00,7.113,0.005,32.583,0.013,4.698,0.036,95.301,0.948,4.698,0.036
2020-04-02T07:00:00,7.134,0.005,32.580,0.015,3.978,0.026,95.222,0.971,3.978,0.026
2020-04-02T08:00:00,7.152,0.005,32.581,0.012,4.133,0.029,95.325,0.987,4.133,0.029
2020-04-02T09:00:00,7.149,0.005,32.540,0.013,4.163,0.029,95.279,0.949,4.163,0.029
2020-04-02T10:00:00,7.128,0.004,32.492,0.013,4.543,0.034,95.566,0.943,4.543,0.034
2020-04-02T11:00:00,7.200,0.013,32.533,0.014,5.367,0.046,99.720,2.307,5.367,0.046
2020-04-02T12:00:00,7.223,0.004,32.497,0.013,5.469,0.047,101.007,1.130,5.469,0.047
2020-04-02T13:00:00,7.206,0.005,32.543,0.016,5.762,0.051,99.598,1.121,5.762,0.051
2020-04-02T14:00:00,7.270,0.004,32.528,0.014,5.300,0.045,100.772,1.254,5.300,0.045
2020-04-02T15:00:00,7.336,0.004,32.441,0.012,5.027,0.041,101.961,1.013,5.027,0.041
2020-04-02T16:00:00,7.337,0.005,32.399,0.014,4.883,0.039,101.293,1.049,4.883,0.039
2020-04-02T17:00:00,7.345,0.005,32.439,0.014,5.044,0.041,100.943,1.184,5.044,0.041
2020-04-02T18:00:00,7.359,0.005,32.478,0.015,5.030,0.041,100.590,1.097,5.030,0.041
2020-04-02T19:00:00,7.338,0.004,32.486,0.013,4.982,0.040,99.570,1.126,4.982,0.040
2020-04-02T20:00:00,7.323,0.004,32.489,0.015,5.204,0.043,98.986,1.025,5.204,0.043
2020-04-02T21:00:00,7.288,0.005,32.473,0.014,5.605,0.049,98.169,1.062,5.605,0.049
2020-04-02T22:00:00,7.223,0.005,32.508,0.013,6.618,0.063,95.968,1.018,6.618,0.063
2020-04-02T23:00:00,7.149,0.004,32.688,0.015,6.908,0.067,94.027,0.847,6.908,0.067
2020-04-03T00:00:00,7.099,0.004,32.438,0.015,7.495,0.075,94.962,1.020,7.495,0.075
2020-04-03T01:00:00,6.993,0.005,32.201,0.012,7.462,0.075,95.188,1.000,7.462,0.075
2020-04-03T02:00:00,6.973,0.004,32.153,0.013,7.477,0.075,95.321,0.956,7.477,0.075
2020-04-03T03:00:00,6.998,0.005,32.185,0.014,7.559,0.076,96.142,0.902,7.559,0.076
2020-04-03T04:00:00,7.032,0.005,32.403,0.013,7.003,0.068,96.481,1.090,7.003,0.068
2020-04-03T05:00:00,7.017,0.005,32.400,0.015,6.200,0.057,96.112,0.909,6.200,0.057
2020-04-03T06:00:00,6.972,0.004,32.318,0.014,5.777,0.052,95.753,1.129,5.777,0.052
2020-04-03T07:00:00,6.958,0.005,32.264,0.014,5.430,0.047,95.268,1.199,5.430,0.047
2020-04-03T08:00:00,6.980,0.004,32.251,0.014,5.329,0.045,95.692,0.951,5.329,0.045
2020-04-03T09:00:00,7.019,0.004,32.254,0.014,5.123,0.042,95.703,0.930,5.123,0.042
2020-04-03T10:00:00,7.101,0.005,32.529,0.012,4.564,0.035,95.177,0.857,4.564,0.035
2020-04-03T11:00:00,7.172,0.005,32.711,0.013,4.076,0.028,95.873,0.974,4.076,0.028
2020-04-03T12:00:00,7.306,0.005,32.625,0.014,3.761,0.024,103.512,0.990,3.761,0.024
2020-04-03T13:00:00,7.265,0.005,32.677,0.014,3.635,0.022,100.904,1.187,3.635,0.022
2020-04-03T14:00:00,7.400,0.005,32.653,0.014,3.787,0.024,105.329,1.122,3.787,0.024
2020-04-03T15:00:00,7.490,0.004,32.622,0.013,3.865,0.025,107.951,1.562,3.865,0.025
2020-04-03T16:00:00,7.431,0.004,32.614,0.014,3.854,0.025,105.994,1.345,3.854,0.025
2020-04-03T17:00:00,7.345,0.004,32.604,0.014,3.991,0.027,102.758,1.050,3.991,0.027
2020-04-03T18:00:00,7.330,0.005,32.596,0.014,4.026,0.027,101.622,1.166,4.026,0.027
2020-04-03T19:00:00,7.328,0.005,32.593,0.015,3.294,0.017,101.339,1.152,3.294,0.017
2020-04-03T20:00:00,7.332,0.005,32.590,0.012,2.648,0.008,101.098,1.133,2.648,0.008
2020-04-03T21:00:00,7.263,0.005,32.500,0.012,2.394,0.005,99.136,1.281,2.394,0.005
2020-04-03T22:00:00,7.217,0.004,32.452,0.013,2.326,0.004,98.402,0.873,2.326,0.004
2020-04-03T23:00:00,7.157,0.005,32.403,0.014,2.452,0.005,97.346,1.022,2.452,0.005
2020-04-04T00:00:00,7.132,0.004,32.408,0.014,2.336,0.004,96.471,1.074,2.336,0.004
2020-04-04T01:00:00,6.973,0.006,32.501,0.009,2.341,0.004,94.291,0.868,2.341,0.004
2020-04-04T02:00:00,6.963,0.005,32.447,0.015,2.519,0.006,93.781,0.981,2.519,0.006
2020-04-04T03:00:00,6.857,0.005,32.511,0.015,2.775,0.010,91.693,0.957,2.775,0.010
2020-04-04T04:00:00,6.814,0.005,32.515,0.013,2.927,0.012,90.904,0.952,2.927,0.012
2020-04-04T05:00:00,6.940,0.004,32.422,0.011,3.121,0.015,93.187,1.038,3.121,0.015
2020-04-04T06:00:00,7.052,0.005,32.347,0.016,3.311,0.017,95.238,0.978,3.311,0.017
2020-04-04T07:00:00,7.063,0.004,32.353,0.016,3.132,0.015,95.462,1.019,3.132,0.015
2020-04-04T08:00:00,7.047,0.006,32.404,0.012,2.906,0.012,94.970,0.985,2.906,0.012
2020-04-04T09:00:00,7.119,0.005,32.403,0.014,2.816,0.010,95.611,1.014,2.816,0.010
2020-04-04T10:00:00,7.183,0.005,32.389,0.014,2.489,0.006,96.203,0.868,2.489,0.006
2020-04-04T11:00:00,7.208,0.004,32.388,0.013,2.420,0.005,96.312,0.963,2.420,0.005
2020-04-04T12:00:00,7.313,0.004,32.390,0.012,2.718,0.009,97.745,1.071,2.718,0.009
2020-04-04T13:00:00,7.436,0.005,32.387,0.011,2.769,0.010,101.735,1.290,2.769,0.010
2020-04-04T14:00:00,7.599,0.004,32.405,0.013,2.883,0.011,111.334,1.536,2.883,0.011
2020-04-04T15:00:00,7.815,0.006,32.386,0.012,2.844,0.011,120.444,2.280,2.844,0.011
2020-04-04T16:00:00,7.973,0.004,32.354,0.013,3.126,0.015,126.379,2.797,3.126,0.015
2020-04-04T17:00:00,8.035,0.005,32.330,0.015,3.271,0.017,129.422,2.905,3.271,0.017
2020-04-04T18:00:00,7.767,0.004,32.247,0.012,3.187,0.016,117.085,2.171,3.187,0.016
2020-04-04T19:00:00,7.549,0.005,32.173,0.013,3.042,0.014,106.897,1.358,3.042,0.014
2020-04-04T20:00:00,7.526,0.004,32.188,0.012,2.829,0.011,105.326,1.340,2.829,0.011
2020-04-04T21:00:00,7.528,0.005,32.200,0.013,2.650,0.008,104.252,1.271,2.650,0.008
2020-04-04T22:00:00,7.526,0.004,32.197,0.015,2.504,0.006,103.118,1.216,2.504,0.006
2020-04-04T23:00:00,7.530,0.004,32.227,0.012,2.211,0.002,100.828,1.089,2.211,0.002
2020-04-05T00:00:00,7.530,0.005,32.255,0.015,2.360,0.004,99.879,1.051,2.360,0.004
2020-04-05T01:00:00,7.495,0.005,32.203,0.013,2.442,0.005,100.545,1.091,2.442,0.005
2020-04-05T02:00:00,7.440,0.005,32.205,0.013,2.648,0.008,99.727,1.022,2.648,0.008
2020-04-05T03:00:00,7.361,0.004,32.220,0.014,3.123,0.015,98.565,0.868,3.123,0.015
2020-04-05T04:00:00,7.304,0.005,32.238,0.014,3.036,0.013,97.395,0.895,3.036,0.013
2020-04-05T05:00:00,7.260,0.005,32.244,0.013,3.349,0.018,96.625,1.235,3.349,0.018
2020-04-05T06:00:00,7.251,0.005,32.242,0.015,3.123,0.015,96.574,0.912,3.123,0.015
2020-04-05T07:00:00,7.265,0.005,32.236,0.012,2.679,0.009,97.157,1.050,2.679,0.009
2020-04-05T08:00:00,7.289,0.004,32.240,0.013,2.726,0.009,97.357,1.171,2.726,0.009
2020-04-05T09:00:00,7.346,0.005,32.248,0.014,2.586,0.007,98.173,1.025,2.586,0.007
2020-04-05T10:00:00,7.421,0.004,32.233,0.014,2.501,0.006,98.574,1.112,2.501,0.006
2020-04-05T11:00:00,7.497,0.005,32.150,0.011,2.558,0.007,98.757,1.049,2.558,0.007
2020-04-05T12:00:00,7.566,0.005,32.108,0.011,2.354,0.004,98.602,1.097,2.354,0.004
2020-04-05T13:00:00,7.658,0.005,32.102,0.013,2.386,0.005,98.982,1.180,2.386,0.005
2020-04-05T14:00:00,7.854,0.004,32.120,0.013,2.723,0.009,103.600,1.156,2.723,0.009
2020-04-05T15:00:00,8.134,0.005,32.166,0.012,3.297,0.017,113.927,1.713,3.297,0.017
2020-04-05T16:00:00,8.083,0.006,32.182,0.014,3.753,0.023,115.174,1.681,3.753,0.023
2020-04-05T17:00:00,7.992,0.005,32.173,0.016,3.918,0.026,113.827,1.840,3.918,0.026
2020-04-05T18:00:00,7.925,0.005,32.153,0.016,3.754,0.024,111.697,1.811,3.754,0.024
2020-04-05T19:00:00,7.811,0.006,32.140,0.013,2.880,0.011,107.327,1.464,2.880,0.011
2020-04-05T20:00:00,7.713,0.004,32.130,0.014,2.876,0.011,103.074,1.228,2.876,0.011
2020-04-05T21:00:00,7.657,0.005,32.121,0.016,2.827,0.011,100.887,1.138,2.827,0.011
2020-04-05T22:00:00,7.663,0.005,32.127,0.015,2.532,0.007,100.372,1.009,2.532,0.007
2020-04-05T23:00:00,7.676,0.004,32.139,0.013,2.714,0.009,98.978,1.003,2.714,0.009
2020-04-06T00:00:00,7.672,0.005,32.129,0.012,2.765,0.010,98.330,0.956,2.765,0.010
2020-04-06T01:00:00,7.613,0.005,32.082,0.012,2.667,0.008,97.943,1.300,2.667,0.008
2020-04-06T02:00:00,7.544,0.004,32.109,0.012,2.529,0.007,97.771,1.165,2.529,0.007
2020-04-06T03:00:00,7.493,0.005,32.182,0.011,2.726,0.009,97.042,0.888,2.726,0.009
2020-04-06T04:00:00,7.394,0.005,32.439,0.015,8.786,0.093,95.289,0.891,8.786,0.093
2020-04-06T05:00:00,7.387,0.004,32.419,0.013,7.827,0.080,95.365,1.094,7.827,0.080
2020-04-06T06:00:00,7.400,0.004,32.304,0.014,6.456,0.061,95.961,1.066,6.456,0.061
2020-04-06T07:00:00,7.473,0.005,32.214,0.011,6.177,0.057,96.713,1.077,6.177,0.057
2020-04-06T08:00:00,7.581,0.005,32.126,0.013,6.124,0.056,97.181,1.108,6.124,0.056
2020-04-06T09:00:00,7.579,0.005,32.158,0.013,6.429,0.060,97.020,0.979,6.429,0.060
2020-04-06T10:00:00,7.705,0.004,32.161,0.014,6.198,0.057,97.664,1.026,6.198,0.057
2020-04-06T11:00:00,7.782,0.004,32.166,0.012,5.903,0.053,98.091,1.133,5.903,0.053
2020-04-06T12:00:00,7.861,0.005,32.156,0.015,5.632,0.050,98.286,1.068,5.632,0.050
2020-04-06T13:00:00,7.946,0.005,32.134,0.012,5.603,0.049,98.255,0.956,5.603,0.049
2020-04-06T14:00:00,8.066,0.005,32.137,0.013,5.506,0.048,101.140,1.248,5.506,0.048
2020-04-06T15:00:00,8.076,0.006,32.170,0.014,5.019,0.041,102.044,1.037,5.019,0.041
2020-04-06T16:00:00,7.837,0.005,32.472,0.013,5.593,0.049,97.942,0.953,5.593,0.049
2020-04-06T17:00:00,8.034,0.005,32.455,0.012,6.018,0.055,104.313,1.238,6.018,0.055
2020-04-06T18:00:00,8.224,0.004,32.249,0.012,6.471,0.061,110.075,1.593,6.471,0.061
2020-04-06T19:00:00,8.149,0.005,32.200,0.013,5.217,0.044,107.684,1.399,5.217,0.044
2020-04-06T20:00:00,8.065,0.005,32.166,0.013,4.183,0.029,104.926,1.268,4.183,0.029
2020-04-06T21:00:00,7.969,0.005,32.138,0.015,3.018,0.013,102.197,1.236,3.018,0.013
2020-04-06T22:00:00,7.913,0.004,32.134,0.012,3.442,0.019,100.672,1.118,3.442,0.019
2020-04-06T23:00:00,7.895,0.005,32.146,0.014,3.420,0.019,99.164,1.105,3.420,0.019
2020-04-07T00:00:00,7.915,0.006,32.259,0.011,3.445,0.019,98.084,1.007,3.445,0.019
2020-04-07T01:00:00,7.923,0.004,32.343,0.017,3.486,0.020,97.041,1.097,3.486,0.020
2020-04-07T02:00:00,7.846,0.004,32.506,0.012,3.468,0.019,95.976,0.982,3.468,0.019
2020-04-07T03:00:00,7.670,0.005,32.866,0.012,3.384,0.018,94.036,0.990,3.384,0.018
2020-04-07T04:00:00,7.619,0.005,32.868,0.015,3.292,0.017,93.756,0.904,3.292,0.017
2020-04-07T05:00:00,7.567,0.005,32.878,0.016,3.340,0.018,93.392,0.905,3.340,0.018
2020-04-07T06:00:00,7.619,0.005,32.578,0.011,3.126,0.015,94.653,0.943,3.126,0.015
2020-04-07T07:00:00,7.653,0.004,32.426,0.014,2.898,0.012,95.998,1.046,2.898,0.012
2020-04-07T08:00:00,7.705,0.005,32.396,0.014,2.939,0.012,97.199,0.913,2.939,0.012
2020-04-07T09:00:00,7.645,0.005,32.527,0.015,1.858,0.005,96.177,1.088,1.858,0.005
2020-04-07T10:00:00,7.613,0.006,32.662,0.013,1.586,0.007,95.316,1.072,1.586,0.007
2020-04-07T11:00:00,7.711,0.005,32.654,0.012,1.511,0.008,96.201,0.967,1.511,0.008
2020-04-07T12:00:00,7.807,0.004,32.663,0.015,1.979,0.002,96.952,0.956,1.979,0.002
2020-04-07T13:00:00,7.915,0.004,32.707,0.013,1.771,0.004,97.040,1.005,1.771,0.004
2020-04-07T14:00:00,7.970,0.004,32.780,0.014,1.566,0.007,97.005,1.193,1.566,0.007
2020-04-07T15:00:00,7.909,0.005,32.968,0.014,1.522,0.007,96.723,0.900,1.522,0.007
2020-04-07T16:00:00,7.887,0.005,33.076,0.016,1.740,0.004,99.977,1.177,1.740,0.004
2020-04-07T17:00:00,7.811,0.006,33.196,0.014,2.756,0.010,98.334,1.332,2.756,0.010
2020-04-07T18:00:00,7.998,0.004,32.993,0.015,3.192,0.016,107.002,1.522,3.192,0.016
2020-04-07T19:00:00,8.030,0.005,32.894,0.014,3.037,0.014,109.584,1.397,3.037,0.014
2020-04-07T20:00:00,7.954,0.004,32.898,0.015,2.958,0.012,105.372,1.425,2.958,0.012
2020-04-07T21:00:00,7.885,0.005,32.851,0.015,2.791,0.013,100.902,1.143,2.791,0.013
2020-04-07T22:00:00,7.834,0.004,32.816,0.014,3.026,0.013,98.032,1.022,3.026,0.013
2020-04-07T23:00:00,7.845,0.004,32.804,0.015,2.954,0.012,98.418,1.034,2.954,0.012
2020-04-08T00:00:00,7.901,0.005,32.758,0.017,2.766,0.010,98.347,1.075,2.766,0.010
2020-04-08T01:00:00,7.953,0.005,32.684,0.013,2.543,0.007,98.287,1.025,2.543,0.007
2020-04-08T02:00:00,7.946,0.005,32.694,0.012,2.204,0.002,98.336,1.036,2.204,0.002
2020-04-08T03:00:00,7.868,0.004,32.855,0.013,2.025,0.002,98.290,1.142,2.025,0.002
2020-04-08T04:00:00,7.770,0.005,32.998,0.011,2.200,0.002,98.367,0.998,2.200,0.002
2020-04-08T05:00:00,7.749,0.005,32.850,0.014,2.058,0.001,98.309,1.088,2.058,0.001
2020-04-08T06:00:00,7.748,0.005,32.926,0.013,2.273,0.003,98.369,0.894,2.273,0.003
2020-04-08T07:00:00,7.794,0.005,32.859,0.015,2.240,0.003,98.425,1.043,2.240,0.003
2020-04-08T08:00:00,7.824,0.006,32.844,0.014,6.042,0.055,99.415,0.756,6.042,0.055
2020-04-08T09:00:00,7.787,0.006,32.876,0.013,6.384,0.060,98.054,1.034,6.384,0.060
2020-04-08T10:00:00,7.724,0.004,32.925,0.015,6.615,0.063,96.404,0.959,6.615,0.063
2020-04-08T11:00:00,7.754,0.004,32.940,0.014,6.547,0.062,96.824,0.997,6.547,0.062
2020-04-08T12:00:00,7.863,0.005,32.938,0.015,7.040,0.069,98.035,0.928,7.040,0.069
2020-04-08T13:00:00,8.058,0.005,32.834,0.013,7.105,0.070,99.260,0.930,7.105,0.070
2020-04-08T14:00:00,8.121,0.004,32.765,0.013,7.109,0.070,99.190,0.941,7.109,0.070
2020-04-08T15:00:00,8.109,0.005,32.819,0.013,7.918,0.081,99.002,1.188,7.918,0.081
2020-04-08T16:00:00,8.078,0.006,32.921,0.013,7.927,0.081,98.457,1.103,7.927,0.081
2020-04-08T17:00:00,8.016,0.004,33.036,0.013,5.891,0.053,97.952,1.217,5.891,0.053
2020-04-08T18:00:00,8.050,0.004,33.051,0.013,5.827,0.052,102.536,1.191,5.827,0.052
2020-04-08T19:00:00,8.291,0.005,32.955,0.015,6.394,0.060,118.249,2.097,6.394,0.060
2020-04-08T20:00:00,8.233,0.004,32.928,0.014,6.393,0.060,114.664,1.998,6.393,0.060
